"Probe_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","chr","pos","strand","UCSC_RefGene_Name","UCSC_RefGene_Group","Relation_to_Island","chr_numeric","pos_mbp"
"cg05206884",0.696234043325163,-1.62636873298844,8.4445641213498,8.04460932841784e-15,1.07669356364915e-11,23.1651531772749,"chr22",33454324,"+","SYN3;SYN3","5'UTR;1stExon","Island",22,33.454324
"cg10722636",0.406400443465182,-1.85590476571003,8.44382120404373,8.0818048907519e-15,1.08087959170816e-11,23.1606531882325,"chr22",41252884,"-","XPNPEP3;ST13","TSS1500;TSS200","Island",22,41.252884
"cg19590227",0.560020702409704,-2.01199911302451,8.44385849119212,8.07993397963804e-15,1.08087959170816e-11,23.1608790392917,"chr1",10755322,"+","CASZ1;CASZ1","5'UTR;5'UTR","Island",1,10.755322
"cg26720427",0.584458524942186,-2.34415089629234,8.44206076973346,8.17062679815681e-15,1.09142653470138e-11,23.1499906071633,"chr11",85780129,"+","PICALM;PICALM","TSS200;TSS200","Island",11,85.780129
"cg10712173",0.454189838071673,-2.2928183595055,8.44044815007322,8.25284018082453e-15,1.10106610395067e-11,23.1402241711716,"chr4",8271414,"-","HTRA3","TSS200","Island",4,8.271414
"cg08876441",0.416918657868389,-2.29095298774537,8.43807466528694,8.37533818106211e-15,1.11550763182611e-11,23.1258512433575,"chr1",190447421,"-","FAM5C","TSS1500","OpenSea",1,190.447421
"cg27412987",0.491422376651637,-1.70521666226897,8.43712046780046,8.425092031028e-15,1.1213164431964e-11,23.1200734877639,"chr2",159825138,"-","TANC1;TANC1","TSS200;TSS200","Island",2,159.825138
"cg05749971",0.530190563590524,-1.79683547701273,8.43590032983429,8.48913988997184e-15,1.12929199921641e-11,23.1126858589424,"chr13",50655696,"+","DLEU1;DLEU2","TSS1500;Body","Island",13,50.655696
"cg08068820",0.449252041645075,-1.36218874026759,8.43533741239231,8.51885129677573e-15,1.1326943250216e-11,23.1092776947397,"chr19",11530021,"-","RGL3;RGL3","TSS200;TSS200","N_Shore",19,11.530021
"cg19839149",0.608829472476783,-2.22773716989301,8.43489155429087,8.5424573617111e-15,1.13528195686107e-11,23.1065783337461,"chr2",192542877,"+","OBFC2A;OBFC2A;OBFC2A","Body;1stExon;5'UTR","Island",2,192.542877
"cg15043642",0.521392876251039,-1.01108034621678,8.43408699862379,8.58521904656543e-15,1.13985880949833e-11,23.101707468141,"chr5",141061863,"+","ARAP3","TSS200","OpenSea",5,141.061863
"cg18862481",0.483223873596988,-2.01968798439396,8.43091044567536,8.75613497394877e-15,1.16030156634218e-11,23.082478289526,"chr3",129693370,"+","TRH;TRH","5'UTR;1stExon","Island",3,129.69337
"cg06407470",0.57239489319349,-0.949732243253186,8.4300734635498,8.80172819929141e-15,1.16606119455938e-11,23.0774121749382,"chr5",75379270,"-","SV2C","TSS200","Island",5,75.37927
"cg25614094",0.432820889457851,-0.344805598000314,8.4293372534654,8.84202663570751e-15,1.17083366508464e-11,23.0729562012078,"chr8",54164374,"+","OPRK1","TSS200","Island",8,54.164374
"cg07070341",0.577603169687494,-0.821812870739994,8.42880628178048,8.87120433285884e-15,1.17412966126956e-11,23.0697425573354,"chr4",121844174,"+","PRDM5","TSS200","Island",4,121.844174
"cg18818321",0.638556275711988,-1.42980809536142,8.4282415847277,8.90234008362486e-15,1.17768150260454e-11,23.0663248931373,"chr7",16793256,"+","TSPAN13","TSS200","Island",7,16.793256
"cg21744723",0.522580726152504,-3.96596632325148,8.42673975372783,8.98567511288062e-15,1.18727225133255e-11,23.0572359933279,"chr5",34839210,"+","TTC23L","TSS200","Island",5,34.83921
"cg11993252",0.412903661377835,1.04220869566482,8.42260904420556,9.21889572055001e-15,1.214572156201e-11,23.0322411456594,"chr11",2721961,"+","KCNQ1OT1;KCNQ1;KCNQ1","TSS1500;Body;Body","Island",11,2.721961
"cg27109827",0.518283636197135,-2.14758065980429,8.4223473207282,9.23387329152251e-15,1.21625291386239e-11,23.0306576449787,"chr16",28936530,"+","RABEP2;RABEP2","1stExon;5'UTR","Island",16,28.93653
"cg14265650",0.416117885059006,-1.97313866798588,8.42088761110458,9.3178514018542e-15,1.22642955451308e-11,23.0218263918785,"chr8",102217569,"+","ZNF706;ZNF706;ZNF706","5'UTR;5'UTR;5'UTR","Island",8,102.217569
"cg13778723",0.401051984258819,-1.7754929127381,8.42066113667661,9.33094833828484e-15,1.22785837646932e-11,23.0204562809865,"chr15",56035463,"-","PRTG","TSS1500","Island",15,56.035463
"cg10210959",0.403339033236969,-2.89861462382914,8.41883182790592,9.43740814919295e-15,1.24097312263974e-11,23.0093900429191,"chr5",112257975,"-","REEP5;REEP5","5'UTR;1stExon","Island",5,112.257975
"cg26477488",0.58089576803121,-2.53150275685521,8.41875214697876,9.44207259948041e-15,1.24128851817531e-11,23.0089080446347,"chr5",153858936,"+","HAND1","TSS1500","Island",5,153.858936
"cg02150654",0.418933958556757,-1.65320175121552,8.41772336654828,9.50250222738976e-15,1.24803479488707e-11,23.0026850260204,"chr10",122216378,"-","PPAPDC1A","TSS200","Island",10,122.216378
"cg17558973",0.535910188556602,-1.60902877624192,8.41706541944916,9.54135038495865e-15,1.25253642154234e-11,22.9987053287194,"chr5",37249223,"-","C5orf42","5'UTR","Island",5,37.249223
"cg21276834",0.510695812813004,-2.30936761346911,8.41647419427499,9.57639332479356e-15,1.25683548477322e-11,22.9951293275328,"chr21",30365048,"+","RNF160","Body","Island",21,30.365048
"cg25794884",0.566573540701873,-2.73221949492921,8.41608912584334,9.59928561053805e-15,1.25923656755384e-11,22.9928003170004,"chr7",25219897,"-","C7orf31","TSS200","Island",7,25.219897
"cg04160501",0.493228646414098,-2.51039580430372,8.41463170290827,9.68642180543422e-15,1.26945116491559e-11,22.9839858106796,"chr7",4723667,"+","FOXK1","Body","S_Shore",7,4.723667
"cg14326196",0.671718896131392,-1.22497088362433,8.41399963951591,9.72445497769876e-15,1.27382610496217e-11,22.980163297002,"chr9",116860650,"+","KIF12","5'UTR","Island",9,116.86065
"cg07090025",0.408518600370099,-2.51081601867743,8.41336573589573,9.76274763593086e-15,1.27853641434851e-11,22.9763297825319,"chr1",1510437,"+","SSU72","TSS200","Island",1,1.510437
"cg19054524",0.444036007626217,-2.54668774040846,8.41263335432207,9.80717535707581e-15,1.28251509003512e-11,22.9719008853993,"chr20",21686273,"+","PAX1","TSS200","Island",20,21.686273
"cg00910518",0.407812678071925,-1.86293086650856,8.41186384224432,9.85407152386225e-15,1.28834029570981e-11,22.9672476355439,"chr1",91195213,"+","","","S_Shelf",1,91.195213
"cg13551243",0.481979073542595,-2.35194600264638,8.41133094187389,9.88667820196364e-15,1.29220615433035e-11,22.9640252908885,"chr8",146052742,"+","ZNF7","TSS200","Island",8,146.052742
"cg17533847",0.564825670646573,-2.36358201571063,8.41100405964962,9.90673213553219e-15,1.29398993294939e-11,22.9620487427693,"chr17",77812622,"-","CBX4","Body","N_Shore",17,77.812622
"cg18596362",0.536347721510095,-1.55640181952943,8.4110274264897,9.90529726279534e-15,1.29398993294939e-11,22.9621900331467,"chr18",70210955,"+","CBLN2","5'UTR","Island",18,70.210955
"cg17288397",0.549264611531987,-1.95087980420402,8.41083972647936,9.91682906291036e-15,1.29499999122095e-11,22.9610550876477,"chr5",72715731,"+","","","Island",5,72.715731
"cg20461999",0.56212134432782,-2.0439520792164,8.41061782174016,9.93047948949097e-15,1.29640985290942e-11,22.9597133346326,"chr17",61819335,"+","STRADA;STRADA;STRADA;STRADA;STRADA;STRADA","TSS200;TSS200;TSS200;TSS200;TSS200;TSS200","Island",17,61.819335
"cg12343182",0.492253022978868,-2.44790363536351,8.4098250054157,9.97940183388772e-15,1.30223984510913e-11,22.9549196780099,"chr20",43439387,"+","RIMS4","TSS1500","Island",20,43.439387
"cg12075720",0.478492710248889,-2.03740642962087,8.40824331770392,1.00777183477094e-14,1.31319255677398e-11,22.9453568185233,"chr19",17799037,"-","UNC13A","TSS200","Island",19,17.799037
"cg08899786",0.408862990416486,-2.18011331987658,8.40556537112641,1.02463723236082e-14,1.33294980273249e-11,22.9291678218151,"chr6",30457711,"-","HLA-E","Body","Island",6,30.457711
"cg06822816",0.597620003735059,-1.39855497344894,8.40513398109631,1.027380132455e-14,1.33588356608051e-11,22.9265601535805,"chr8",120220882,"-","MAL2","Body","Island",8,120.220882
"cg12554483",0.525530562776352,0.26945429378008,8.404806223445,1.02946897560932e-14,1.33764713658656e-11,22.924578962658,"chr10",135051351,"+","VENTX","TSS200","Island",10,135.051351
"cg24621437",0.601332313066674,-1.10260420704309,8.40418374269069,1.03344773128871e-14,1.34240988033581e-11,22.9208163589875,"chr10",108924560,"-","SORCS1;SORCS1","TSS1500;TSS1500","Island",10,108.92456
"cg26981251",0.426106185647317,-3.56506563596826,8.40415613580736,1.03362454096548e-14,1.34240988033581e-11,22.9206494912269,"chr19",59055609,"+","TRIM28","TSS1500","Island",19,59.055609
"cg19937938",0.451052590373725,-2.52228177141311,8.40163101577489,1.04992431451618e-14,1.36003226491971e-11,22.905387624007,"chr20",983002,"-","RSPO4;RSPO4","TSS200;TSS200","Island",20,0.983002
"cg20118643",0.408540632753656,-2.20686959553093,8.40131752077294,1.05196564689365e-14,1.36235438395776e-11,22.9034929977796,"chr15",60690852,"-","ANXA2;ANXA2;ANXA2;ANXA2","TSS1500;TSS1500;TSS1500;TSS1500","Island",15,60.690852
"cg23440413",0.464563145690253,-2.10184919796463,8.40078477762821,1.05544365228822e-14,1.3665355375369e-11,22.9002734043253,"chr5",140346293,"-","PCDHAC2;PCDHAC2;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA6;PCDHA1;PCDHA2;PCDHA1;PCDHA9;PCDHA13;PCDHA5;PCDHAC1;PCDHA3;PCDHAC2;PCDHA10","1stExon;TSS200;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;5'UTR;Body","Island",5,140.346293
"cg04782776",0.590923215502363,-0.76244891956303,8.40040153516214,1.05795269528605e-14,1.36913692758196e-11,22.8979573634054,"chr2",172947914,"+","","","Island",2,172.947914
"cg13270464",0.491188569744076,-0.157666078738993,8.39907204768599,1.06670263419344e-14,1.3785066144414e-11,22.8899232659444,"chr2",220071789,"-","ZFAND2B","Body","S_Shore",2,220.071789
"cg20863409",0.596546914704351,-1.96835511935632,8.39545178414363,1.09089465781313e-14,1.40645223394445e-11,22.8680488784504,"chr2",24272539,"+","FKBP1B;FKBP1B","TSS200;TSS200","N_Shore",2,24.272539
"cg15247111",0.431041069693824,-2.2491826614535,8.39534720595635,1.09160151725e-14,1.4070324186651e-11,22.867417057815,"chr11",8615751,"-","STK33","TSS1500","Island",11,8.615751
"cg11386025",0.686387805194563,0.738411397613758,8.39475929262358,1.09558377338317e-14,1.41183319778418e-11,22.8638651801091,"chr1",41284582,"-","KCNQ4;KCNQ4","Body;Body","Island",1,41.284582
"cg03703840",0.654608570149171,-3.29370043446626,8.39457314686949,1.09684764013475e-14,1.41279720090596e-11,22.8627406039174,"chr11",93394809,"-","KIAA1731","TSS200","Island",11,93.394809
"cg22834096",0.532005978098818,-1.21879907430577,8.39249168828549,1.1110789007665e-14,1.4294472934201e-11,22.8501664922541,"chr2",10861593,"+","ATP6V1C2;ATP6V1C2","TSS200;TSS200","Island",2,10.861593
"cg13737332",0.427259004919603,-2.78648664248201,8.39241756925346,1.11158902663989e-14,1.42976780679908e-11,22.8497187641519,"chr10",100993583,"-","HPSE2;HPSE2;HPSE2;HPSE2","Body;Body;Body;Body","N_Shore",10,100.993583
"cg09272629",0.531939074772845,-3.09902343545402,8.39187447490272,1.11533397862397e-14,1.43424794856866e-11,22.8464381680676,"chr14",78174293,"+","ALKBH1;C14orf156","1stExon;TSS200","Island",14,78.174293
"cg07315372",0.548037389491386,-2.58114742848763,8.39163300366167,1.11700307938743e-14,1.43605720244908e-11,22.8449795761049,"chr5",43557521,"-","PAIP1;PAIP1;PAIP1","TSS1500;TSS200;TSS1500","Island",5,43.557521
"cg21520826",0.487573693416592,-3.31370558987239,8.3912925325372,1.11936069802854e-14,1.43849528660245e-11,22.8429230134037,"chr16",451667,"-","DECR2","TSS200","Island",16,0.451667
"cg00970015",0.457694955213118,-2.62658832444236,8.3903412425624,1.12597416824836e-14,1.44623309318232e-11,22.8371770924929,"chr12",2904419,"-","FKBP4","Body","Island",12,2.904419
"cg27322556",0.457180533457555,-4.64805812039341,8.39025592183487,1.12656921733491e-14,1.44665819805992e-11,22.8366617579215,"chr16",88878495,"+","APRT;APRT","TSS200;TSS200","Island",16,88.878495
"cg19269264",0.560759178537439,0.544994310783106,8.38875481255109,1.13708950400955e-14,1.45675278664325e-11,22.8275954873513,"chr2",238600693,"-","LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1","Body;TSS200;TSS200;TSS200;TSS200","Island",2,238.600693
"cg24450312",0.786185101241448,-1.29505138857957,8.38859970278095,1.13818210446619e-14,1.45781161462298e-11,22.8266587100821,"chr1",206681158,"+","RASSF5;RASSF5","1stExon;1stExon","Island",1,206.681158
"cg05155472",0.701412559346905,-1.35141674717543,8.38822634129123,1.14081635141445e-14,1.45986125267556e-11,22.8244038448472,"chr1",200589582,"-","KIF14;KIF14","1stExon;5'UTR","Island",1,200.589582
"cg08650320",0.451931049217932,-3.34330628240972,8.38824887644504,1.1406571836254e-14,1.45986125267556e-11,22.8245399415281,"chr6",39083032,"-","C6orf64","TSS200","Island",6,39.083032
"cg18780730",0.606751591347459,-3.44232368100735,8.38817460912666,1.1411818236042e-14,1.45994698676496e-11,22.8240914191141,"chr18",72265262,"-","LOC400657","TSS200","Island",18,72.265262
"cg09509035",0.55932070478674,-3.09701558470467,8.38804561633133,1.14209362472562e-14,1.46077233783459e-11,22.8233123974986,"chr1",235490977,"-","GGPS1;GGPS1;ARID4B;GGPS1;ARID4B","TSS1500;TSS1500;5'UTR;TSS1500;5'UTR","Island",1,235.490977
"cg01427458",0.404985868527479,-1.67063878858331,8.387390174945,1.14673786559474e-14,1.46602788265876e-11,22.8193540963849,"chr11",133098457,"+","OPCML","Body","OpenSea",11,133.098457
"cg04725433",0.403051447571464,2.66882083775069,8.38734724278657,1.14704272140032e-14,1.46607547917265e-11,22.8190948279765,"chr1",117978936,"+","MAN1A2","Body","OpenSea",1,117.978936
"cg24037166",0.697803905074307,-1.21543719426446,8.38718234457566,1.14821439005066e-14,1.46723069890649e-11,22.8180990089626,"chr10",75255724,"-","PPP3CB;PPP3CB;PPP3CB;PPP3CB;PPP3CB;PPP3CB","1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon","Island",10,75.255724
"cg04735745",0.498969321935601,-3.62729215018587,8.38601498209772,1.15654298572777e-14,1.47718413980387e-11,22.8110495666003,"chr5",76382885,"+","LOC728723;ZBED3","Body;5'UTR","Island",5,76.382885
"cg04526020",0.546781416415505,-1.87733917996268,8.38251612831328,1.18186627256983e-14,1.50566649699331e-11,22.7899233983884,"chr11",64948989,"-","CAPN1","TSS1500","Island",11,64.948989
"cg15623480",0.475826036716114,-2.73197304087221,8.38119320657599,1.19158364337783e-14,1.51593091897e-11,22.7819365920194,"chr7",27224343,"-","HOXA11AS;HOXA11","TSS1500;1stExon","Island",7,27.224343
"cg13131519",0.609638143960567,-1.02744486105961,8.38082411597358,1.19430886467906e-14,1.51904516733562e-11,22.7797084013532,"chr7",127032423,"-","ZNF800;ZNF800","5'UTR;1stExon","Island",7,127.032423
"cg14719722",0.508545500169246,-3.36317533029872,8.38035268268467,1.1977987356694e-14,1.52277682795416e-11,22.7768624344176,"chr7",150148022,"+","GIMAP8;GIMAP8","5'UTR;1stExon","OpenSea",7,150.148022
"cg18753811",0.519989399816575,-1.73055364382551,8.38030604778148,1.19814450824559e-14,1.52286299856462e-11,22.7765809109077,"chr12",2162232,"+","CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C","TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200","N_Shore",12,2.162232
"cg08115597",0.432662798760779,-2.08329645518116,8.3789189657827,1.20847435134934e-14,1.53492402044495e-11,22.7682077570078,"chr14",96830056,"-","ATG2B","TSS1500","Island",14,96.830056
"cg13808325",0.616073807013586,-2.65041514962151,8.3775834375187,1.21850370637793e-14,1.54694530169397e-11,22.7601463956011,"chr4",25915922,"-","C4orf52;C4orf52","5'UTR;1stExon","Island",4,25.915922
"cg09305580",0.453965838361457,-2.4634416619359,8.37751846832622,1.21899370237111e-14,1.54720880846952e-11,22.7597542507638,"chr8",143750496,"-","JRK;JRK","5'UTR;5'UTR","N_Shore",8,143.750496
"cg23418839",0.578903130993388,-2.37939731901223,8.37684786154283,1.22406283346148e-14,1.55292319524822e-11,22.7557066429552,"chr11",17375113,"+","DKFZp686O24166","Body","Island",11,17.375113
"cg04533189",0.466323172248374,-0.918212595775103,8.37665773730956,1.22550378624833e-14,1.55391829387734e-11,22.7545591290612,"chr17",64298763,"+","PRKCA","TSS200","Island",17,64.298763
"cg16689800",0.519637135304643,-1.86048211742306,8.37506380512535,1.23765056387689e-14,1.56725777223232e-11,22.744939250896,"chr10",122216376,"-","PPAPDC1A","TSS200","Island",10,122.216376
"cg26133769",0.563901381556488,-0.855646354976067,8.37499095386724,1.23820858095043e-14,1.56760203110683e-11,22.7444995904435,"chr4",30723855,"-","PCDH7;PCDH7;PCDH7","1stExon;Body;1stExon","Island",4,30.723855
"cg26578400",0.503877513432742,-2.28975575230862,8.37474757837725,1.24007456810814e-14,1.56851443732965e-11,22.7430308214138,"chr12",132413450,"-","PUS1;PUS1;PUS1","TSS1500;TSS1500;TSS1500","Island",12,132.41345
"cg13368756",0.687494662194719,-1.89307189455891,8.37273432276262,1.25561775550592e-14,1.58707497845039e-11,22.7308815753377,"chr5",11904127,"-","CTNND2","TSS200","Island",5,11.904127
"cg02854695",0.529259082288699,-2.49597465821184,8.37259882449385,1.25667077142916e-14,1.58803955459124e-11,22.7300639409545,"chr19",50832032,"+","KCNC3","1stExon","Island",19,50.832032
"cg06328855",0.506492968451547,-2.51215908826042,8.37107076304972,1.26860679844922e-14,1.60201430620252e-11,22.7208436028346,"chr10",112404346,"+","RBM20","1stExon","S_Shore",10,112.404346
"cg11942956",0.528949871316059,-0.843404933255343,8.37079521261227,1.27077111729391e-14,1.60400792318795e-11,22.7191810091415,"chr6",133562470,"+","EYA4;EYA4;EYA4","TSS200;TSS200;TSS200","Island",6,133.56247
"cg15015920",0.460984905019377,-1.13066473346645,8.36991631617208,1.27769893016317e-14,1.61126739096219e-11,22.7138781599028,"chr5",16179873,"-","MARCH11;MARCH11","1stExon;5'UTR","Island",5,16.179873
"cg20725035",0.48265982928053,-0.285104162443033,8.36980110275175,1.27860986059953e-14,1.6120450407985e-11,22.7131830346573,"chr3",148709344,"+","GYG1","TSS200","Island",3,148.709344
"cg24480695",0.699785683209246,-2.0129226078356,8.3696915855146,1.27947635143e-14,1.61276631711555e-11,22.7125222805794,"chr11",18727628,"-","IGSF22","Body","Island",11,18.727628
"cg16743811",0.490286073925286,-3.30635191063742,8.36860964158602,1.28806795179124e-14,1.62284911362909e-11,22.7059947601282,"chr6",3752421,"-","C6orf145","TSS200","Island",6,3.752421
"cg20804199",0.506594293869687,-2.97649333946038,8.36804248945136,1.2925944759268e-14,1.62817765873333e-11,22.7025732026933,"chr2",157189308,"+","NR4A2","TSS200","Island",2,157.189308
"cg00969988",0.467576513893676,-1.29246329249369,8.36765225565291,1.29571814623831e-14,1.63136207186721e-11,22.7002190318206,"chr3",142297747,"-","ATR","TSS200","Island",3,142.297747
"cg08567142",0.44911698817883,-1.68958416693397,8.36672291233827,1.30318735285401e-14,1.64001225276661e-11,22.6946127633537,"chr10",71087924,"-","HK1;HK1;HK1;HK1;HK1","Body;Body;Body;Body;Body","OpenSea",10,71.087924
"cg03869498",0.483814351859036,-2.25128843741793,8.36293938808473,1.3340391379936e-14,1.674606345296e-11,22.6717915231673,"chr6",1609827,"-","FOXC1","TSS1500","Island",6,1.609827
"cg25114913",0.482876717814356,-0.399239412847114,8.36255586226491,1.33720664557633e-14,1.67819793175446e-11,22.6694784537096,"chr6",96463959,"+","FUT9;FUT9","5'UTR;1stExon","Island",6,96.463959
